fare,age,p
-35.86304,63.6024,0.0
-35.86304,64.5576,0.0
-35.86304,65.5128,0.0
-35.86304,66.468,0.0
-35.86304,67.4232,0.0
-35.86304,68.3784,0.0
-35.86304,69.3336,0.0
-35.86304,70.2888,0.0
-35.86304,71.244,0.0
-35.86304,72.1992,0.0
-35.86304,73.1544,0.0
-35.86304,74.1096,0.0
-35.86304,75.0648,0.0
-35.86304,76.02,0.0
-35.86304,76.9752,0.0
-35.86304,77.9304,0.0
-35.86304,78.8856,0.0
-35.86304,79.8408,0.0
-35.86304,80.796,0.0
-35.86304,81.7512,0.0
-35.86304,82.7064,0.0
-35.86304,83.6616,0.0
-35.86304,84.6168,0.0
-35.86304,85.572,0.0
-35.86304,86.5272,0.0
-35.86304,87.4824,0.0
-29.71509,-7.0824,0.0
-29.71509,-6.1272,0.0
-29.71509,-5.172,0.0
-29.71509,-4.2168,0.0
-29.71509,-3.2616,0.0
-29.71509,-2.3064,0.0
-29.71509,-1.3512,0.0
-29.71509,-0.396,0.0
-29.71509,0.5592,0.0
-29.71509,1.5144,0.0
-29.71509,2.4696,0.0
-29.71509,3.4248,0.0
-29.71509,4.38,0.0
-29.71509,5.3352,0.0
-29.71509,6.2904,0.0
-29.71509,7.2456,0.0
-29.71509,8.2008,0.0
-29.71509,9.156,0.0
-29.71509,10.1112,0.0
-29.71509,11.0664,0.0
-29.71509,12.0216,0.0
-29.71509,12.9768,0.0
-29.71509,13.932,0.0
-29.71509,14.8872,0.0
-29.71509,15.8424,0.0
-29.71509,16.7976,0.0
-29.71509,17.7528,0.0
-29.71509,18.708,0.0
-29.71509,19.6632,0.0
-29.71509,20.6184,0.0
-29.71509,21.5736,0.0
-29.71509,22.5288,0.0
-29.71509,23.484,0.0
-29.71509,24.4392,0.0
-29.71509,25.3944,0.0
-29.71509,26.3496,0.0
-29.71509,27.3048,0.0
-29.71509,28.26,0.0
-29.71509,29.2152,0.0
-29.71509,30.1704,0.0
-29.71509,31.1256,0.0
-29.71509,32.0808,0.0
-29.71509,33.036,0.0
-29.71509,33.9912,0.0
-29.71509,34.9464,0.0
-29.71509,35.9016,0.0
-29.71509,36.8568,0.0
-29.71509,37.812,0.0
-29.71509,38.7672,0.0
-29.71509,39.7224,0.0
-29.71509,40.6776,0.0
-29.71509,41.6328,0.0
-29.71509,42.588,0.0
-29.71509,43.5432,0.0
-29.71509,44.4984,0.0
-29.71509,45.4536,0.0
-29.71509,46.4088,0.0
-29.71509,47.364,0.0
-29.71509,48.3192,0.0
-29.71509,49.2744,0.0
-29.71509,50.2296,0.0
-29.71509,51.1848,0.0
-29.71509,52.14,0.0
-29.71509,53.0952,0.0
-29.71509,54.0504,0.0
-29.71509,55.0056,0.0
-29.71509,55.9608,0.0
-29.71509,56.916,0.0
-29.71509,57.8712,0.0
-29.71509,58.8264,0.0
-29.71509,59.7816,0.0
-29.71509,60.7368,0.0
-29.71509,61.692,0.0
-29.71509,62.6472,0.0
-29.71509,63.6024,0.0
-29.71509,64.5576,0.0
-29.71509,65.5128,0.0
-29.71509,66.468,0.0
-29.71509,67.4232,0.0
-29.71509,68.3784,0.0
-29.71509,69.3336,0.0
-29.71509,70.2888,0.0
-29.71509,71.244,0.0
-29.71509,72.1992,0.0
-29.71509,73.1544,0.0
-29.71509,74.1096,0.0
-29.71509,75.0648,0.0
-29.71509,76.02,0.0
-29.71509,76.9752,0.0
-29.71509,77.9304,0.0
-29.71509,78.8856,0.0
-29.71509,79.8408,0.0
-29.71509,80.796,0.0
-29.71509,81.7512,0.0
-29.71509,82.7064,0.0
-29.71509,83.6616,0.0
-29.71509,84.6168,0.0
-29.71509,85.572,0.0
-29.71509,86.5272,0.0
-29.71509,87.4824,0.0
-23.56714,-7.0824,0.0
-23.56714,-6.1272,0.0
-23.56714,-5.172,0.0
-23.56714,-4.2168,0.0
-23.56714,-3.2616,0.0
-23.56714,-2.3064,0.0
-23.56714,-1.3512,0.0
-23.56714,-0.396,0.0
-23.56714,0.5592,0.0
-23.56714,1.5144,0.0
-23.56714,2.4696,0.0
-23.56714,3.4248,0.0
-23.56714,4.38,0.0
-23.56714,5.3352,0.0
-23.56714,6.2904,0.0
-23.56714,7.2456,0.0
-23.56714,8.2008,0.0
-23.56714,9.156,0.0
-23.56714,10.1112,0.0
-23.56714,11.0664,0.0
-23.56714,12.0216,0.0
-23.56714,12.9768,0.0
-23.56714,13.932,0.0
-23.56714,14.8872,0.0
-23.56714,15.8424,0.0
-23.56714,16.7976,0.0
-23.56714,17.7528,0.0
-23.56714,18.708,0.0
-23.56714,19.6632,0.0
-23.56714,20.6184,0.0
-23.56714,21.5736,0.0
-23.56714,22.5288,0.0
-23.56714,23.484,0.0
-23.56714,24.4392,0.0
-23.56714,25.3944,0.0
-23.56714,26.3496,0.0
-23.56714,27.3048,0.0
-23.56714,28.26,0.0
-23.56714,29.2152,0.0
-23.56714,30.1704,0.0
-23.56714,31.1256,0.0
-23.56714,32.0808,0.0
-23.56714,33.036,0.0
-23.56714,33.9912,0.0
-23.56714,34.9464,0.0
-23.56714,35.9016,0.0
-23.56714,36.8568,0.0
-23.56714,37.812,0.0
-23.56714,38.7672,0.0
-23.56714,39.7224,0.0
-23.56714,40.6776,0.0
-23.56714,41.6328,0.0
-23.56714,42.588,0.0
-23.56714,43.5432,0.0
-23.56714,44.4984,0.0
-23.56714,45.4536,0.0
-23.56714,46.4088,0.0
-23.56714,47.364,0.0
-23.56714,48.3192,0.0
-23.56714,49.2744,0.0
-23.56714,50.2296,0.0
-23.56714,51.1848,0.0
-23.56714,52.14,0.0
-23.56714,53.0952,0.0
-23.56714,54.0504,0.0
-23.56714,55.0056,0.0
-23.56714,55.9608,0.0
-23.56714,56.916,0.0
-23.56714,57.8712,0.0
-23.56714,58.8264,0.0
-23.56714,59.7816,0.0
-23.56714,60.7368,0.0
-23.56714,61.692,0.0
-23.56714,62.6472,0.0
-23.56714,63.6024,0.0
-23.56714,64.5576,0.0
-23.56714,65.5128,0.0
-23.56714,66.468,0.0
-23.56714,67.4232,0.0
-23.56714,68.3784,0.0
-23.56714,69.3336,0.0
-23.56714,70.2888,0.0
-23.56714,71.244,0.0
-23.56714,72.1992,0.0
-23.56714,73.1544,0.0
-23.56714,74.1096,0.0
-23.56714,75.0648,0.0
-23.56714,76.02,0.0
-23.56714,76.9752,0.0
-23.56714,77.9304,0.0
-23.56714,78.8856,0.0
-23.56714,79.8408,0.0
-23.56714,80.796,0.0
-23.56714,81.7512,0.0
-23.56714,82.7064,0.0
-23.56714,83.6616,0.0
-23.56714,84.6168,0.0
-23.56714,85.572,0.0
-23.56714,86.5272,0.0
-23.56714,87.4824,0.0
-17.41919,-7.0824,0.0
-17.41919,-6.1272,0.0
-17.41919,-5.172,0.0
-17.41919,-4.2168,0.0
-17.41919,-3.2616,0.0
-17.41919,-2.3064,0.0
-17.41919,-1.3512,0.0
-17.41919,-0.396,0.0
-17.41919,0.5592,0.0
-17.41919,1.5144,0.0
-17.41919,2.4696,0.0
-17.41919,3.4248,0.0
-17.41919,4.38,0.0
-17.41919,5.3352,0.0
-17.41919,6.2904,0.0
-17.41919,7.2456,0.0
-17.41919,8.2008,0.0
-17.41919,9.156,0.0
-17.41919,10.1112,0.0
-17.41919,11.0664,0.0
-17.41919,12.0216,0.0
-17.41919,12.9768,0.0
-17.41919,13.932,0.0
-17.41919,14.8872,0.0
-17.41919,15.8424,0.0
-17.41919,16.7976,0.0
-17.41919,17.7528,0.0
-17.41919,18.708,0.0
-17.41919,19.6632,0.0
-17.41919,20.6184,0.0
-17.41919,21.5736,0.0
-17.41919,22.5288,0.0
-17.41919,23.484,0.0
-17.41919,24.4392,0.0
-17.41919,25.3944,0.0
-17.41919,26.3496,0.0
-17.41919,27.3048,0.0
-17.41919,28.26,0.0
-17.41919,29.2152,0.0
-17.41919,30.1704,0.0
-17.41919,31.1256,0.0
-17.41919,32.0808,0.0
-17.41919,33.036,0.0
-17.41919,33.9912,0.0
-17.41919,34.9464,0.0
-17.41919,35.9016,0.0
-17.41919,36.8568,0.0
-17.41919,37.812,0.0
-17.41919,38.7672,0.0
-17.41919,39.7224,0.0
-17.41919,40.6776,0.0
-17.41919,41.6328,0.0
-17.41919,42.588,0.0
-17.41919,43.5432,0.0
-17.41919,44.4984,0.0
-17.41919,45.4536,0.0
-17.41919,46.4088,0.0
-17.41919,47.364,0.0
-17.41919,48.3192,0.0
-17.41919,49.2744,0.0
-17.41919,50.2296,0.0
-17.41919,51.1848,0.0
-17.41919,52.14,0.0
-17.41919,53.0952,0.0
-17.41919,54.0504,0.0
-17.41919,55.0056,0.0
-17.41919,55.9608,0.0
-17.41919,56.916,0.0
-17.41919,57.8712,0.0
-17.41919,58.8264,0.0
-17.41919,59.7816,0.0
-17.41919,60.7368,0.0
-17.41919,61.692,0.0
-17.41919,62.6472,0.0
-17.41919,63.6024,0.0
-17.41919,64.5576,0.0
-17.41919,65.5128,0.0
-17.41919,66.468,0.0
-17.41919,67.4232,0.0
-17.41919,68.3784,0.0
-17.41919,69.3336,0.0
-17.41919,70.2888,0.0
-17.41919,71.244,0.0
-17.41919,72.1992,0.0
-17.41919,73.1544,0.0
-17.41919,74.1096,0.0
-17.41919,75.0648,0.0
-17.41919,76.02,0.0
-17.41919,76.9752,0.0
-17.41919,77.9304,0.0
-17.41919,78.8856,0.0
-17.41919,79.8408,0.0
-17.41919,80.796,0.0
-17.41919,81.7512,0.0
-17.41919,82.7064,0.0
-17.41919,83.6616,0.0
-17.41919,84.6168,0.0
-17.41919,85.572,0.0
-17.41919,86.5272,0.0
-17.41919,87.4824,0.0
-11.27124,-7.0824,0.0
-11.27124,-6.1272,0.0
-11.27124,-5.172,0.0
-11.27124,-4.2168,0.0
-11.27124,-3.2616,0.0
-11.27124,-2.3064,0.0
-11.27124,-1.3512,0.0
-11.27124,-0.396,0.0
-11.27124,0.5592,0.0
-11.27124,1.5144,0.0
-11.27124,2.4696,0.0
-11.27124,3.4248,0.0
-11.27124,4.38,0.0
-11.27124,5.3352,0.0
-11.27124,6.2904,0.0
-11.27124,7.2456,0.0
-11.27124,8.2008,0.0
-11.27124,9.156,0.0
-11.27124,10.1112,0.0
-11.27124,11.0664,0.0
-11.27124,12.0216,0.0
-11.27124,12.9768,0.0
-11.27124,13.932,0.0
-11.27124,14.8872,0.0
-11.27124,15.8424,0.0
-11.27124,16.7976,0.0
-11.27124,17.7528,0.0
-11.27124,18.708,0.0
-11.27124,19.6632,0.0
-11.27124,20.6184,0.0
-11.27124,21.5736,0.0
-11.27124,22.5288,0.0
-11.27124,23.484,0.0
-11.27124,24.4392,0.0
-11.27124,25.3944,0.0
-11.27124,26.3496,0.0
-11.27124,27.3048,0.0
-11.27124,28.26,0.0
-11.27124,29.2152,0.0
-11.27124,30.1704,0.0
-11.27124,31.1256,0.0
-11.27124,32.0808,0.0
-11.27124,33.036,0.0
-11.27124,33.9912,0.0
-11.27124,34.9464,0.0
-11.27124,35.9016,0.0
-11.27124,36.8568,0.0
-11.27124,37.812,0.0
-11.27124,38.7672,0.0
-11.27124,39.7224,0.0
-11.27124,40.6776,0.0
-11.27124,41.6328,0.0
-11.27124,42.588,0.0
-11.27124,43.5432,0.0
-11.27124,44.4984,0.0
-11.27124,45.4536,0.0
-11.27124,46.4088,0.0
-11.27124,47.364,0.0
-11.27124,48.3192,0.0
-11.27124,49.2744,0.0
-11.27124,50.2296,0.0
-11.27124,51.1848,0.0
-11.27124,52.14,0.0
-11.27124,53.0952,0.0
-11.27124,54.0504,0.0
-11.27124,55.0056,0.0
-11.27124,55.9608,0.0
-11.27124,56.916,0.0
-11.27124,57.8712,0.0
-11.27124,58.8264,0.0
-11.27124,59.7816,0.0
-11.27124,60.7368,0.0
-11.27124,61.692,0.0
-11.27124,62.6472,0.0
-11.27124,63.6024,0.0
-11.27124,64.5576,0.0
-11.27124,65.5128,0.0
-11.27124,66.468,0.0
-11.27124,67.4232,0.0
-11.27124,68.3784,0.0
-11.27124,69.3336,0.0
-11.27124,70.2888,0.0
-11.27124,71.244,0.0
-11.27124,72.1992,0.0
-11.27124,73.1544,0.0
-11.27124,74.1096,0.0
-11.27124,75.0648,0.0
-11.27124,76.02,0.0
-11.27124,76.9752,0.0
-11.27124,77.9304,0.0
-11.27124,78.8856,0.0
-11.27124,79.8408,0.0
-11.27124,80.796,0.0
-11.27124,81.7512,0.0
-11.27124,82.7064,0.0
-11.27124,83.6616,0.0
-11.27124,84.6168,0.0
-11.27124,85.572,0.0
-11.27124,86.5272,0.0
-11.27124,87.4824,0.0
-5.12329,-7.0824,0.0
-5.12329,-6.1272,0.0
-5.12329,-5.172,0.0
-5.12329,-4.2168,0.0
-5.12329,-3.2616,0.0
-5.12329,-2.3064,0.0
-5.12329,-1.3512,0.0
-5.12329,-0.396,0.0
-5.12329,0.5592,0.0
-5.12329,1.5144,0.0
-5.12329,2.4696,0.0
-5.12329,3.4248,0.0
-5.12329,4.38,0.0
-5.12329,5.3352,0.0
-5.12329,6.2904,0.0
-5.12329,7.2456,0.0
-5.12329,8.2008,0.0
-5.12329,9.156,0.0
-5.12329,10.1112,0.0
-5.12329,11.0664,0.0
-5.12329,12.0216,0.0
-5.12329,12.9768,0.0
-5.12329,13.932,0.0
-5.12329,14.8872,0.0
-5.12329,15.8424,0.0
-5.12329,16.7976,0.0
-5.12329,17.7528,0.0
-5.12329,18.708,0.0
-5.12329,19.6632,0.0
-5.12329,20.6184,0.0
-5.12329,21.5736,0.0
-5.12329,22.5288,0.0
-5.12329,23.484,0.0
-5.12329,24.4392,0.0
-5.12329,25.3944,0.0
-5.12329,26.3496,0.0
-5.12329,27.3048,0.0
-5.12329,28.26,0.0
-5.12329,29.2152,0.0
-5.12329,30.1704,0.0
-5.12329,31.1256,0.0
-5.12329,32.0808,0.0
-5.12329,33.036,0.0
-5.12329,33.9912,0.0
-5.12329,34.9464,0.0
-5.12329,35.9016,0.0
-5.12329,36.8568,0.0
-5.12329,37.812,0.0
-5.12329,38.7672,0.0
-5.12329,39.7224,0.0
-5.12329,40.6776,0.0
-5.12329,41.6328,0.0
-5.12329,42.588,0.0
-5.12329,43.5432,0.0
-5.12329,44.4984,0.0
-5.12329,45.4536,0.0
-5.12329,46.4088,0.0
-5.12329,47.364,0.0
-5.12329,48.3192,0.0
-5.12329,49.2744,0.0
-5.12329,50.2296,0.0
-5.12329,51.1848,0.0
-5.12329,52.14,0.0
-5.12329,53.0952,0.0
-5.12329,54.0504,0.0
-5.12329,55.0056,0.0
-5.12329,55.9608,0.0
-5.12329,56.916,0.0
-5.12329,57.8712,0.0
-5.12329,58.8264,0.0
-5.12329,59.7816,0.0
-5.12329,60.7368,0.0
-5.12329,61.692,0.0
-5.12329,62.6472,0.0
-5.12329,63.6024,0.0
-5.12329,64.5576,0.0
-5.12329,65.5128,0.0
-5.12329,66.468,0.0
-5.12329,67.4232,0.0
-5.12329,68.3784,0.0
-5.12329,69.3336,0.0
-5.12329,70.2888,0.0
-5.12329,71.244,0.0
-5.12329,72.1992,0.0
-5.12329,73.1544,0.0
-5.12329,74.1096,0.0
-5.12329,75.0648,0.0
-5.12329,76.02,0.0
-5.12329,76.9752,0.0
-5.12329,77.9304,0.0
-5.12329,78.8856,0.0
-5.12329,79.8408,0.0
-5.12329,80.796,0.0
-5.12329,81.7512,0.0
-5.12329,82.7064,0.0
-5.12329,83.6616,0.0
-5.12329,84.6168,0.0
-5.12329,85.572,0.0
-5.12329,86.5272,0.0
-5.12329,87.4824,0.0
1.02466,-7.0824,0.0
1.02466,-6.1272,0.0
1.02466,-5.172,0.0
1.02466,-4.2168,0.0
1.02466,-3.2616,0.0
1.02466,-2.3064,0.0
1.02466,-1.3512,0.0
1.02466,-0.396,0.0
1.02466,0.5592,0.0
1.02466,1.5144,0.0
1.02466,2.4696,0.0
1.02466,3.4248,0.0
1.02466,4.38,0.0
1.02466,5.3352,0.0
1.02466,6.2904,0.0
1.02466,7.2456,0.0
1.02466,8.2008,0.0
1.02466,9.156,0.0
1.02466,10.1112,0.0
1.02466,11.0664,0.0
1.02466,12.0216,0.0
1.02466,12.9768,0.0
1.02466,13.932,0.0
1.02466,14.8872,0.0
1.02466,15.8424,0.0
1.02466,16.7976,0.0
1.02466,17.7528,0.0
1.02466,18.708,0.00118
1.02466,19.6632,0.00118
1.02466,20.6184,0.0
1.02466,21.5736,0.0
1.02466,22.5288,0.0
1.02466,23.484,0.0
1.02466,24.4392,0.0
1.02466,25.3944,0.00118
1.02466,26.3496,0.0
1.02466,27.3048,0.0
1.02466,28.26,0.0
1.02466,29.2152,0.0
1.02466,30.1704,0.00947
1.02466,31.1256,0.0
1.02466,32.0808,0.0
1.02466,33.036,0.0
1.02466,33.9912,0.0
1.02466,34.9464,0.0
1.02466,35.9016,0.00118
1.02466,36.8568,0.0
1.02466,37.812,0.00118
1.02466,38.7672,0.00118
1.02466,39.7224,0.00118
1.02466,40.6776,0.0
1.02466,41.6328,0.0
1.02466,42.588,0.0
1.02466,43.5432,0.0
1.02466,44.4984,0.0
1.02466,45.4536,0.0
1.02466,46.4088,0.0
1.02466,47.364,0.0
1.02466,48.3192,0.0
1.02466,49.2744,0.00118
1.02466,50.2296,0.0
1.02466,51.1848,0.0
1.02466,52.14,0.0
1.02466,53.0952,0.0
1.02466,54.0504,0.0
1.02466,55.0056,0.0
1.02466,55.9608,0.0
1.02466,56.916,0.0
1.02466,57.8712,0.0
1.02466,58.8264,0.0
1.02466,59.7816,0.0
1.02466,60.7368,0.0
1.02466,61.692,0.0
1.02466,62.6472,0.0
1.02466,63.6024,0.0
1.02466,64.5576,0.0
1.02466,65.5128,0.0
1.02466,66.468,0.0
1.02466,67.4232,0.0
1.02466,68.3784,0.0
1.02466,69.3336,0.0
1.02466,70.2888,0.0
1.02466,71.244,0.0
1.02466,72.1992,0.0
1.02466,73.1544,0.0
1.02466,74.1096,0.0
1.02466,75.0648,0.0
1.02466,76.02,0.0
1.02466,76.9752,0.0
1.02466,77.9304,0.0
1.02466,78.8856,0.0
1.02466,79.8408,0.0
1.02466,80.796,0.0
1.02466,81.7512,0.0
1.02466,82.7064,0.0
1.02466,83.6616,0.0
1.02466,84.6168,0.0
1.02466,85.572,0.0
1.02466,86.5272,0.0
1.02466,87.4824,0.0
7.17261,-7.0824,0.0
7.17261,-6.1272,0.0
7.17261,-5.172,0.0
7.17261,-4.2168,0.0
7.17261,-3.2616,0.0
7.17261,-2.3064,0.0
7.17261,-1.3512,0.0
7.17261,-0.396,0.0
7.17261,0.5592,0.00118
7.17261,1.5144,0.0
7.17261,2.4696,0.0
7.17261,3.4248,0.0
7.17261,4.38,0.0
7.17261,5.3352,0.0
7.17261,6.2904,0.0
7.17261,7.2456,0.0
7.17261,8.2008,0.0
7.17261,9.156,0.0
7.17261,10.1112,0.0
7.17261,11.0664,0.0
7.17261,12.0216,0.0
7.17261,12.9768,0.00118
7.17261,13.932,0.00118
7.17261,14.8872,0.00355
7.17261,15.8424,0.00828
7.17261,16.7976,0.00828
7.17261,17.7528,0.0142
7.17261,18.708,0.0142
7.17261,19.6632,0.01538
7.17261,20.6184,0.01775
7.17261,21.5736,0.02249
7.17261,22.5288,0.00592
7.17261,23.484,0.00118
7.17261,24.4392,0.01065
7.17261,25.3944,0.01183
7.17261,26.3496,0.00947
7.17261,27.3048,0.00473
7.17261,28.26,0.00947
7.17261,29.2152,0.00828
7.17261,30.1704,0.11243
7.17261,31.1256,0.00592
7.17261,32.0808,0.00947
7.17261,33.036,0.00828
7.17261,33.9912,0.00355
7.17261,34.9464,0.0071
7.17261,35.9016,0.00237
7.17261,36.8568,0.00237
